Organization Name,Organization Name URL,Estimated Revenue Range,IPO Status,Operating Status,Acquisition Status,Company Type,Number of Employees,Full Description,Industries,Headquarters Location,Description,CB Rank (Company)
inveox,https://www.crunchbase.com/organization/inveox,$1B to $10B,Private,Active,,For Profit,51-100,"inveox is a Munich-based company with the goal of making cancer diagnoses faster, safer, and more reliable. In today’s labs, tissue samples (biopsies) are subject to anywhere between 1-15% chance of mix-ups, contamination or loss. But our products are designed to work as a cohesive unit to make this a thing of the past and create the lab of the future. In addition, we bring big data, AI and machine learning to labs in order to provide better research data for scientists so they can eradicate cancer.","Artificial Intelligence (AI), Biotechnology, Health Care, Information Technology, Medical","Garching Bei München, Bayern, Germany","Automating histopathology, making cancer diagnoses faster, safer and more reliable.","160,630"
Reveal Why,https://www.crunchbase.com/organization/reveal-why,$1B to $10B,Private,Active,,For Profit,10-Jan,"Reveal Why uses AI, advanced natural language processing, and advanced analytics to address the threats to brands and reputation.  The company brings better information, in real-time to solve these key issues and drive improved results. Reveal Why digs deeper to resolve problems and create engaging customer relationships that not only build your brand, they also improve your bottom line.  Reveal Why was founded in 2017 and based in Orem, Utah.","Analytics, Artificial Intelligence (AI), Brand Marketing, Natural Language Processing","Orem, Utah, United States","Reveal Why uses AI, advanced natural language processing, and advanced analytics to address the threats to brands and reputation.","160,954"
Vinci,https://www.crunchbase.com/organization/vinci-2,$10B+,Private,Closed,,For Profit,Nov-50,First AI Headphone that Understands You. Voice and Touch Control. Body and Activity Sensors. Completely Standalone.,"Artificial Intelligence (AI), Audio, Consumer Electronics, Sensor","San Francisco, California, United States",Vinci is an intelligent headphone that understands you.,"161,551"
DataScience Service GmbH,https://www.crunchbase.com/organization/data-science-service,$1B to $10B,Private,Active,,For Profit,Nov-50,"Data science is generally understood to be the extraction of knowledge from data . In this interdisciplinary scientific field, different types of data are used (structured or unstructured). Using state-of-the-art statistical methods such as data mining, predictive analytics or computer vision, knowledge is generated from a wide variety of data sources","Analytics, Artificial Intelligence (AI), Information Technology, Real Estate","Vienna, Wien, Austria",Data Science Service is a Professional Automated Property Valuation.,"163,101"
Deep Sync,https://www.crunchbase.com/organization/deep-sync,$1B to $10B,Private,Active,,For Profit,51-100,,"Artificial Intelligence (AI), Data Integration, Marketing","Redmond, Washington, United States","Deep Sync offer data-first technologies and provisions for improved marketing, measurement, and business intelligence.","166,288"
Chatfuel,https://www.crunchbase.com/organization/chatfuel,$1B to $10B,Private,Active,,For Profit,Nov-50,AI powered Sales agent for E-commerce to boost Sales & Marketing funnels,"Artificial Intelligence (AI), Chatbot, Generative AI, Information Technology, Lead Generation, Marketing Automation, SaaS, Sales Automation, Social Media, Software","San Francisco, California, United States",AI powered Sales agent for E-commerce to boost Sales & Marketing funnels,"168,553"
RepRisk,https://www.crunchbase.com/organization/riskrisk-ag,$1B to $10B,Private,Active,,For Profit,251-500,"Founded in 1998 and headquartered in Switzerland, RepRisk is a data science company that provides transparency on business conduct risks like deforestation, human rights abuses, and corruption. RepRisk enables efficient decision-making for clients and supports alpha generation and value preservation for their organization, investments, and business interests. RepRisk is trusted by 80+ of the world’s leading banks, 17 of the 25 largest investment managers, corporates, and the world’s largest sovereign wealth funds for their due diligence processes. RepRisk uses human curation and cutting-edge artificial intelligence to generate the world’s most comprehensive business conduct and biodiversity risk datasets on public and private companies, real assets, and countries.","Analytics, Artificial Intelligence (AI), Financial Services, Information Technology","Zürich, Zurich, Switzerland",RepRisk is a data science company that uses human and artificial intelligence to identify and assess business conduct risks,"171,474"
Quarule,https://www.crunchbase.com/organization/quarule,$1B to $10B,Private,Active,,For Profit,10-Jan,"Quarule is a smart AI Assistant that automates compliance program management, certification, and controls by using a controlled vocabulary, semantic rules and reasoning engine to teach computers the meaning of regulations, policies, and standards. In conjunction with work flow processes, productivity is greatly enhanced and consistent quality assured with transparency into every step and outcome. Quarule was founded by experts in financial markets regulation and semantic technologies for business-centric software solutions to address the inadequacy of legacy technologies in meeting the requirements of global regulatory reform.","Artificial Intelligence (AI), Legal, Legal Tech, Machine Learning, Risk Management, Software","Charlotte, North Carolina, United States","Quarule is a smart AI Assistant that automates compliance program management, certification, and controls.","171,735"
Isogriv,https://www.crunchbase.com/organization/isogriv,$1B to $10B,Private,Active,,For Profit,10-Jan,,"Artificial Intelligence (AI), Machine Learning","New York, New York, United States",No Code Enterprise Machine Learning,"173,881"
Soulee,https://www.crunchbase.com/organization/soulee,$1B to $10B,Private,Active,,For Profit,Nov-50,"Soulee is a connection platform that brings together like-minded people, businesses, and even pets in meaningful ways. It focuses on creating communities based on personal preferences across multiple dimensions—mental, physical, emotional, intellectual, and fun. Users can match based on compatibility and personality without revealing their faces. Whether you're connecting with others, exploring local products, forming business partnerships, or adopting a pet, Soulee fosters genuine relationships through personalized experiences. Soulee creates a space where every connection has purpose, encouraging thoughtful and enjoyable interactions.","Artificial Intelligence (AI), Mobile Apps, Social, Social Media, Social Network","Dhaka, Dhaka, Bangladesh","A connection platform that brings people, passions, and possibilities together for meaningful interactions","174,076"
Integral AI,https://www.crunchbase.com/organization/integral-ai,$1B to $10B,Private,Active,,For Profit,10-Jan,"Integral AI helps businesses through the Core AI platform and robust pre-trained Robotics Skills, and other products.","Artificial Intelligence (AI), Machine Learning, Robotics","San Francisco, California, United States","Integral AI helps businesses through the Core AI platform and robust pre-trained Robotics Skills, and other products.","174,553"
